"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 02/26/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 27.8167 North,-97.3917 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC)
2007,11,12,19.15,26.75
2007,11,13,19.95,26.25
2007,11,14,17.75,28.45
2007,11,15,12.05,20.75
2007,11,16,9.85,22.05
2007,11,17,18.95,25.25
2007,11,18,18.95,26.25
2007,11,19,19.15,26.55
2007,11,20,18.35,26.75
2007,11,21,19.65,28.45
2007,11,22,8.45,21.85
2007,11,23,7.35,12.05
2007,11,24,10.05,14.15
2007,11,25,7.65,11.95
2007,11,26,5.45,17.95
2007,11,27,8.25,17.65
2007,11,28,10.85,21.75
2007,11,29,17.35,21.55
2007,11,30,16.55,23.85
2007,12,1,18.95,25.65
2007,12,2,18.65,28.45
2007,12,3,7.45,21.95
2007,12,4,2.75,18.55
2007,12,5,8.65,23.25
2007,12,6,12.45,25.45
2007,12,7,16.85,27.15
2007,12,8,18.15,26.95
2007,12,9,18.85,26.35
2007,12,10,19.15,24.65
2007,12,11,18.65,26.55
2007,12,12,18.05,24.65
2007,12,13,7.85,18.55
2007,12,14,13.05,22.15
2007,12,15,6.75,23.55
2007,12,16,1.75,11.65
2007,12,17,3.15,16.15
2007,12,18,13.75,22.55
2007,12,19,14.35,25.15
2007,12,20,15.15,27.05
2007,12,21,10.25,24.45
2007,12,22,10.75,24.35
2007,12,23,3.45,12.55
2007,12,24,5.05,17.15
2007,12,25,5.55,20.05
2007,12,26,8.85,19.55
2007,12,27,6.25,20.05
2007,12,28,9.85,18.45
2007,12,29,6.15,17.75
2007,12,30,11.65,20.25
2007,12,31,12.15,18.45
2008,1,1,5.95,13.85
2008,1,2,1.55,9.25
2008,1,3,1.85,13.05
2008,1,4,12.05,18.75
2008,1,5,13.15,22.35
2008,1,6,14.35,24.65
2008,1,7,16.15,25.35
2008,1,8,16.85,28.35
2008,1,9,12.45,20.05
2008,1,10,13.15,24.35
2008,1,11,7.25,19.25
2008,1,12,10.35,22.65
2008,1,13,5.95,17.25
2008,1,14,8.45,17.35
2008,1,15,10.65,13.15
2008,1,16,8.95,16.55
2008,1,17,9.05,14.55
2008,1,18,2.25,11.15
2008,1,19,2.05,10.55
2008,1,20,1.85,13.75
2008,1,21,11.85,16.65
2008,1,22,13.35,23.15
2008,1,23,12.15,17.65
2008,1,24,7.25,13.45
2008,1,25,7.55,12.45
2008,1,26,8.45,18.05
2008,1,27,10.15,17.95
2008,1,28,11.75,23.15
2008,1,29,15.45,28.65
2008,1,30,7.75,17.55
2008,1,31,8.75,20.75
2008,2,1,4.05,15.45
2008,2,2,10.75,21.45
2008,2,3,15.55,25.45
2008,2,4,17.55,26.35
2008,2,5,17.65,30.15
2008,2,6,10.65,18.55
2008,2,7,8.05,22.15
2008,2,8,11.55,23.95
2008,2,9,13.25,26.35
2008,2,10,15.95,24.55
2008,2,11,15.05,23.65
2008,2,12,15.55,28.15
2008,2,13,7.45,17.25
2008,2,14,10.85,22.05
2008,2,15,16.45,24.65
2008,2,16,18.05,25.85
2008,2,17,14.05,25.45
2008,2,18,11.05,17.95
2008,2,19,11.25,19.05
2008,2,20,16.85,24.55
2008,2,21,17.45,27.55
2008,2,22,16.05,27.25
2008,2,23,13.95,24.45
2008,2,24,15.55,28.15
2008,2,25,15.15,29.55
2008,2,26,10.25,18.35
2008,2,27,3.95,15.75
2008,2,28,9.05,22.55
2008,2,29,17.25,25.25
2008,3,1,18.05,25.15
2008,3,2,18.05,25.15
2008,3,3,12.15,29.15
2008,3,4,5.45,19.45
2008,3,5,9.65,22.15
2008,3,6,9.95,24.55
2008,3,7,7.65,15.25
2008,3,8,5.65,19.15
2008,3,9,12.95,20.95
2008,3,10,16.35,23.95
2008,3,11,12.45,20.75
2008,3,12,12.25,22.25
2008,3,13,15.15,24.55
2008,3,14,18.15,33.25
2008,3,15,16.05,31.75
2008,3,16,15.85,26.15
2008,3,17,18.65,26.85
2008,3,18,18.55,28.75
2008,3,19,13.05,21.95
2008,3,20,9.85,20.65
2008,3,21,12.05,22.25
2008,3,22,13.95,24.95
2008,3,23,14.65,18.25
2008,3,24,13.45,17.45
2008,3,25,14.15,23.05
2008,3,26,17.75,26.15
2008,3,27,18.35,26.15
2008,3,28,18.85,27.25
2008,3,29,19.45,27.05
2008,3,30,19.65,27.95
2008,3,31,20.65,27.15
2008,4,1,20.85,29.55
2008,4,2,20.45,27.95
2008,4,3,21.15,27.65
2008,4,4,21.15,30.75
2008,4,5,14.95,23.95
2008,4,6,17.15,29.65
2008,4,7,19.65,28.95
2008,4,8,20.25,29.05
2008,4,9,21.45,28.15
2008,4,10,22.55,33.85
2008,4,11,21.35,31.05
2008,4,12,16.35,23.95
2008,4,13,13.35,26.45
2008,4,14,11.85,22.55
2008,4,15,13.95,21.75
2008,4,16,17.25,24.55
2008,4,17,20.05,26.45
2008,4,18,17.65,24.25
2008,4,19,14.05,25.65
2008,4,20,17.45,28.35
2008,4,21,20.95,30.25
2008,4,22,21.55,29.45
2008,4,23,21.05,28.25
2008,4,24,21.85,29.35
2008,4,25,22.35,29.15
2008,4,26,22.45,26.15
2008,4,27,19.25,24.25
2008,4,28,13.65,21.35
2008,4,29,12.75,22.65
2008,4,30,18.75,26.35
2008,5,1,22.35,26.95
2008,5,2,23.85,30.75
2008,5,3,23.15,29.35
2008,5,4,20.25,26.55
2008,5,5,23.15,27.25
2008,5,6,23.15,27.85
2008,5,7,23.05,31.45
2008,5,8,22.05,32.85
2008,5,9,21.95,31.35
2008,5,10,23.55,33.35
2008,5,11,23.55,27.85
2008,5,12,21.75,27.75
2008,5,13,24.25,30.55
2008,5,14,24.75,30.95
2008,5,15,26.15,30.55
2008,5,16,19.45,23.95
2008,5,17,21.25,23.65
2008,5,18,18.35,30.25
2008,5,19,21.05,31.25
2008,5,20,24.45,31.35
2008,5,21,25.25,30.55
2008,5,22,25.95,32.65
2008,5,23,25.95,33.95
2008,5,24,26.15,32.65
2008,5,25,26.45,30.95
2008,5,26,26.45,30.85
2008,5,27,26.05,31.35
2008,5,28,25.05,29.35
2008,5,29,24.15,29.55
2008,5,30,24.55,30.15
2008,5,31,24.25,31.95
2008,6,1,24.35,32.45
2008,6,2,24.95,32.25
2008,6,3,25.25,32.45
2008,6,4,25.35,31.25
2008,6,5,25.55,31.45
2008,6,6,26.65,30.55
2008,6,7,26.85,30.85
2008,6,8,27.35,30.75
2008,6,9,25.85,31.25
2008,6,10,25.45,31.95
2008,6,11,24.95,31.45
2008,6,12,25.65,31.75
2008,6,13,25.75,31.35
2008,6,14,25.65,31.55
2008,6,15,25.05,32.55
2008,6,16,25.15,32.45
2008,6,17,24.45,33.25
2008,6,18,25.15,34.75
2008,6,19,24.75,34.45
2008,6,20,24.95,32.85
2008,6,21,25.35,34.65
2008,6,22,25.85,33.65
2008,6,23,24.75,32.95
2008,6,24,25.35,31.95
2008,6,25,26.35,32.05
2008,6,26,25.85,32.25
2008,6,27,26.35,31.55
2008,6,28,26.05,31.05
2008,6,29,26.35,33.25
2008,6,30,24.15,34.15
2008,7,1,24.15,32.45
2008,7,2,24.55,28.75
2008,7,3,24.05,29.85
2008,7,4,23.75,29.25
2008,7,5,24.75,30.85
2008,7,6,24.25,29.35
2008,7,7,24.45,30.35
2008,7,8,24.95,28.95
2008,7,9,25.65,30.35
2008,7,10,25.45,30.45
2008,7,11,24.85,31.75
2008,7,12,24.45,32.35
2008,7,13,24.25,32.65
2008,7,14,23.95,33.45
2008,7,15,24.65,33.45
2008,7,16,24.65,31.85
2008,7,17,24.85,32.25
2008,7,18,23.85,32.25
2008,7,19,24.65,32.05
2008,7,20,24.05,33.15
2008,7,21,24.15,34.95
2008,7,22,24.75,34.35
2008,7,23,25.85,28.05
2008,7,24,25.75,30.45
2008,7,25,26.15,31.85
2008,7,26,25.35,31.95
2008,7,27,24.05,33.05
2008,7,28,24.45,32.85
2008,7,29,24.35,31.35
2008,7,30,24.95,32.15
2008,7,31,25.05,32.55
2008,8,1,25.15,33.15
2008,8,2,24.95,33.55
2008,8,3,24.25,35.05
2008,8,4,24.35,34.05
2008,8,5,24.25,33.65
2008,8,6,24.65,31.45
2008,8,7,24.65,31.95
2008,8,8,24.85,32.45
2008,8,9,24.65,33.55
2008,8,10,25.35,32.75
2008,8,11,25.05,33.65
2008,8,12,25.35,34.65
2008,8,13,26.35,34.95
2008,8,14,26.15,32.25
2008,8,15,25.65,32.95
2008,8,16,26.05,31.95
2008,8,17,25.65,29.75
2008,8,18,24.35,28.95
2008,8,19,25.05,29.35
2008,8,20,25.85,30.55
2008,8,21,25.95,31.65
2008,8,22,25.55,28.85
2008,8,23,24.85,30.85
2008,8,24,24.95,31.75
2008,8,25,25.95,31.65
2008,8,26,24.35,32.25
2008,8,27,24.95,31.75
2008,8,28,25.45,32.05
2008,8,29,25.25,31.75
2008,8,30,24.85,31.85
2008,8,31,24.45,32.85
2008,9,1,24.05,36.15
2008,9,2,24.15,36.55
2008,9,3,24.65,35.15
2008,9,4,25.85,31.05
2008,9,5,23.95,32.05
2008,9,6,22.85,32.05
2008,9,7,22.25,30.85
2008,9,8,23.95,32.15
2008,9,9,23.85,30.85
2008,9,10,24.15,32.15
2008,9,11,24.85,33.05
2008,9,12,24.35,33.85
2008,9,13,26.05,37.05
2008,9,14,26.25,32.95
2008,9,15,21.75,26.75
2008,9,16,19.15,25.15
2008,9,17,19.15,26.25
2008,9,18,20.35,24.65
2008,9,19,20.05,28.05
2008,9,20,21.45,30.55
2008,9,21,21.65,30.05
2008,9,22,22.75,29.45
2008,9,23,21.85,28.85
2008,9,24,22.65,28.95
2008,9,25,21.05,29.85
2008,9,26,18.45,30.25
2008,9,27,20.15,31.05
2008,9,28,19.45,30.35
2008,9,29,18.45,31.05
2008,9,30,17.25,32.55
2008,10,1,18.25,32.35
2008,10,2,19.25,30.85
2008,10,3,19.85,29.35
2008,10,4,19.45,29.35
2008,10,5,21.25,28.45
2008,10,6,23.75,29.95
2008,10,7,22.45,30.65
2008,10,8,15.75,27.95
2008,10,9,15.95,27.95
2008,10,10,17.35,29.05
2008,10,11,22.15,30.15
2008,10,12,22.05,29.15
2008,10,13,23.25,29.05
2008,10,14,22.65,29.55
2008,10,15,22.65,27.75
2008,10,16,18.85,24.75
2008,10,17,18.55,26.25
2008,10,18,16.05,27.15
2008,10,19,15.95,26.45
2008,10,20,17.05,26.85
2008,10,21,17.65,26.95
2008,10,22,18.85,28.45
2008,10,23,14.25,22.05
2008,10,24,10.85,25.65
2008,10,25,15.55,28.85
2008,10,26,20.15,29.35
2008,10,27,12.65,22.25
2008,10,28,8.05,20.85
2008,10,29,11.75,23.15
2008,10,30,15.65,25.55
2008,10,31,17.35,25.45
2008,11,1,15.55,25.75
2008,11,2,15.75,24.85
2008,11,3,16.75,24.75
2008,11,4,17.65,25.25
2008,11,5,18.75,26.85
2008,11,6,18.45,27.65
2008,11,7,16.25,22.85
2008,11,8,13.45,24.95
2008,11,9,13.65,24.75
2008,11,10,19.65,26.35
2008,11,11,19.15,27.95
2008,11,12,18.95,26.15
2008,11,13,17.25,24.85
2008,11,14,15.45,27.25
2008,11,15,9.35,20.35
2008,11,16,4.45,16.45
2008,11,17,6.05,19.95
2008,11,18,8.45,21.95
2008,11,19,11.65,23.35
2008,11,20,14.35,24.25
2008,11,21,9.15,19.05
2008,11,22,10.75,20.55
2008,11,23,16.75,23.75
2008,11,24,16.35,26.45
2008,11,25,13.95,21.85
2008,11,26,13.05,24.15
2008,11,27,16.25,26.05
2008,11,28,18.45,27.95
2008,11,29,15.85,23.85
2008,11,30,8.55,20.15
2008,12,1,6.05,18.45
2008,12,2,6.05,21.25
2008,12,3,15.65,25.05
2008,12,4,7.45,16.95
2008,12,5,8.35,10.85
2008,12,6,9.45,18.45
2008,12,7,6.55,19.35
2008,12,8,13.55,23.65
2008,12,9,15.85,28.15
2008,12,10,1.45,12.95
2008,12,11,-0.55,15.05
2008,12,12,2.95,15.65
2008,12,13,10.55,20.35
2008,12,14,14.65,23.75
2008,12,15,10.95,24.35
2008,12,16,5.35,13.75
2008,12,17,11.95,21.35
2008,12,18,14.85,22.65
2008,12,19,16.65,25.35
2008,12,20,16.35,25.65
2008,12,21,7.95,17.45
2008,12,22,4.05,8.85
2008,12,23,9.15,18.35
2008,12,24,13.75,24.15
2008,12,25,13.55,23.95
2008,12,26,16.95,25.15
2008,12,27,17.95,28.15
2008,12,28,12.05,18.55
2008,12,29,10.45,17.55
2008,12,30,9.65,19.15
2008,12,31,15.55,18.65
2009,1,1,13.75,22.55
2009,1,2,13.75,24.75
2009,1,3,16.35,26.85
2009,1,4,14.35,25.55
2009,1,5,8.35,17.95
2009,1,6,7.95,19.75
2009,1,7,4.55,22.05
2009,1,8,8.65,24.15
2009,1,9,14.05,26.75
2009,1,10,11.15,24.15
2009,1,11,5.85,14.05
2009,1,12,2.75,17.55
2009,1,13,4.45,14.85
2009,1,14,2.55,17.05
2009,1,15,10.95,17.15
2009,1,16,9.05,14.85
2009,1,17,12.15,20.35
2009,1,18,12.55,24.15
2009,1,19,3.35,25.05
2009,1,20,4.85,19.25
2009,1,21,4.05,19.65
2009,1,22,5.15,22.05
2009,1,23,11.65,25.75
2009,1,24,9.95,18.55
2009,1,25,7.15,18.65
2009,1,26,13.35,23.95
2009,1,27,14.15,25.75
2009,1,28,5.15,17.65
2009,1,29,4.75,17.25
2009,1,30,3.75,17.05
2009,1,31,6.15,17.75
2009,2,1,14.35,24.35
2009,2,2,10.65,19.25
2009,2,3,6.95,20.55
2009,2,4,9.05,19.35
2009,2,5,10.95,22.35
2009,2,6,14.05,21.75
2009,2,7,15.65,23.65
2009,2,8,15.25,22.25
2009,2,9,16.35,24.55
2009,2,10,16.75,26.25
2009,2,11,15.95,24.95
2009,2,12,11.45,23.05
2009,2,13,15.45,27.05
2009,2,14,17.65,25.75
2009,2,15,15.85,24.65
2009,2,16,15.95,18.45
2009,2,17,16.25,26.85
2009,2,18,17.55,30.15
2009,2,19,14.85,21.35
2009,2,20,11.75,20.05
2009,2,21,15.15,24.25
2009,2,22,6.15,16.35
2009,2,23,7.55,19.65
2009,2,24,12.85,25.75
2009,2,25,14.65,28.55
2009,2,26,16.35,27.95
2009,2,27,16.85,31.95
2009,2,28,12.55,20.95
2009,3,1,4.35,15.15
2009,3,2,4.95,19.25
2009,3,3,10.95,20.35
2009,3,4,15.45,25.05
2009,3,5,17.45,26.45
2009,3,6,17.05,26.15
2009,3,7,17.85,26.95
2009,3,8,18.95,27.75
2009,3,9,18.95,27.25
2009,3,10,18.65,27.25
2009,3,11,19.35,27.55
2009,3,12,10.05,18.55
2009,3,13,9.05,12.15
2009,3,14,7.35,10.55
2009,3,15,11.65,14.15
2009,3,16,12.55,24.45
2009,3,17,12.85,23.85
2009,3,18,14.05,24.25
2009,3,19,14.95,25.35
2009,3,20,14.85,25.15
2009,3,21,16.15,25.85
2009,3,22,17.95,25.55
2009,3,23,18.45,25.55
2009,3,24,19.25,28.45
2009,3,25,20.35,27.85
2009,3,26,19.75,29.35
2009,3,27,18.95,31.75
2009,3,28,9.05,22.35
2009,3,29,9.85,22.55
2009,3,30,16.95,29.15
2009,3,31,19.95,27.15
2009,4,1,16.45,23.75
2009,4,2,19.85,28.25
2009,4,3,13.85,24.15
2009,4,4,18.35,29.05
2009,4,5,20.25,30.75
2009,4,6,12.25,20.25
2009,4,7,8.95,21.65
2009,4,8,13.75,25.45
2009,4,9,19.65,33.65
2009,4,10,20.55,30.15
2009,4,11,20.05,25.15
2009,4,12,21.45,31.15
2009,4,13,17.85,30.95
2009,4,14,15.75,25.15
2009,4,15,17.55,24.15
2009,4,16,19.75,26.45
2009,4,17,21.65,28.35
2009,4,18,22.95,27.35
2009,4,19,20.05,31.65
2009,4,20,15.35,26.45
2009,4,21,15.95,30.85
2009,4,22,18.55,30.35
2009,4,23,19.75,25.75
2009,4,24,22.05,27.95
2009,4,25,23.05,28.45
2009,4,26,23.05,28.25
2009,4,27,23.15,29.85
2009,4,28,23.55,28.85
2009,4,29,23.25,28.15
2009,4,30,21.65,28.65
2009,5,1,22.85,30.05
2009,5,2,22.75,31.45
2009,5,3,23.15,34.95
2009,5,4,24.05,29.95
2009,5,5,22.25,30.65
2009,5,6,22.95,33.35
2009,5,7,23.95,32.45
2009,5,8,23.75,33.25
2009,5,9,23.35,32.35
2009,5,10,23.45,30.95
2009,5,11,23.65,31.55
2009,5,12,23.55,30.35
2009,5,13,24.45,30.15
2009,5,14,24.65,31.05
2009,5,15,24.05,29.15
2009,5,16,24.85,27.05
2009,5,17,23.85,27.35
2009,5,18,21.15,26.25
2009,5,19,17.75,26.35
2009,5,20,19.35,27.35
2009,5,21,18.85,28.85
2009,5,22,21.85,28.25
2009,5,23,22.75,30.95
2009,5,24,23.95,30.95
2009,5,25,24.25,31.35
2009,5,26,24.55,31.85
2009,5,27,24.15,29.95
2009,5,28,23.15,32.15
2009,5,29,21.95,31.65
2009,5,30,22.45,30.45
2009,5,31,23.15,30.55
2009,6,1,23.75,30.25
2009,6,2,24.65,30.15
2009,6,3,23.95,32.75
2009,6,4,24.55,33.95
2009,6,5,22.45,33.25
2009,6,6,23.35,32.25
2009,6,7,23.35,31.75
2009,6,8,24.85,31.95
2009,6,9,25.75,31.15
2009,6,10,26.45,32.15
2009,6,11,26.65,34.45
2009,6,12,26.55,33.75
2009,6,13,25.65,33.65
2009,6,14,25.35,33.85
2009,6,15,26.05,33.45
2009,6,16,25.95,33.15
2009,6,17,26.35,32.15
2009,6,18,27.05,30.65
2009,6,19,26.25,31.25
2009,6,20,26.05,32.25
2009,6,21,26.25,32.05
2009,6,22,25.65,32.25
2009,6,23,24.95,32.85
2009,6,24,25.55,33.85
2009,6,25,25.65,35.05
2009,6,26,25.65,34.45
2009,6,27,26.35,33.45
2009,6,28,25.95,34.45
2009,6,29,25.35,34.95
2009,6,30,25.85,34.95
2009,7,1,25.45,34.55
2009,7,2,25.95,33.55
2009,7,3,26.95,34.05
2009,7,4,27.55,33.35
2009,7,5,26.75,34.85
2009,7,6,26.95,35.45
2009,7,7,27.55,32.05
2009,7,8,26.95,34.85
2009,7,9,26.75,34.95
2009,7,10,26.45,32.85
2009,7,11,26.95,31.85
2009,7,12,26.35,33.45
2009,7,13,25.95,34.25
2009,7,14,25.95,32.75
2009,7,15,26.35,33.45
2009,7,16,25.75,34.45
2009,7,17,25.95,35.15
2009,7,18,25.85,34.55
2009,7,19,25.95,34.25
2009,7,20,25.75,34.65
2009,7,21,27.15,34.45
2009,7,22,26.55,34.35
2009,7,23,24.85,34.25
2009,7,24,23.65,33.15
2009,7,25,25.25,33.05
2009,7,26,25.95,33.75
2009,7,27,26.75,33.35
2009,7,28,27.85,33.35
2009,7,29,27.85,34.35
2009,7,30,28.15,35.35
2009,7,31,27.45,34.85
2009,8,1,26.85,34.85
2009,8,2,26.15,34.25
2009,8,3,25.05,33.05
2009,8,4,25.75,34.05
2009,8,5,26.05,34.55
2009,8,6,25.25,34.85
2009,8,7,25.25,33.65
2009,8,8,25.95,32.95
2009,8,9,27.15,32.55
2009,8,10,26.85,34.15
2009,8,11,26.55,35.05
2009,8,12,25.75,35.35
2009,8,13,25.75,34.75
2009,8,14,26.55,33.65
2009,8,15,26.55,33.75
2009,8,16,26.35,32.95
2009,8,17,26.25,33.55
2009,8,18,26.55,32.65
2009,8,19,26.15,34.05
2009,8,20,27.15,34.25
2009,8,21,27.05,33.05
2009,8,22,26.35,35.55
2009,8,23,25.25,34.95
2009,8,24,25.55,33.75
2009,8,25,25.15,33.85
2009,8,26,24.65,34.25
2009,8,27,24.65,34.15
2009,8,28,25.25,34.15
2009,8,29,27.05,33.75
2009,8,30,27.85,35.45
2009,8,31,25.55,31.55
2009,9,1,23.15,30.95
2009,9,2,22.85,32.75
2009,9,3,22.45,33.05
2009,9,4,22.45,30.65
2009,9,5,22.45,30.85
2009,9,6,22.85,31.15
2009,9,7,22.75,31.15
2009,9,8,23.05,30.55
2009,9,9,23.85,30.95
2009,9,10,23.25,30.55
2009,9,11,24.05,29.45
2009,9,12,23.85,31.75
2009,9,13,25.55,32.15
2009,9,14,24.75,32.95
2009,9,15,24.95,34.55
2009,9,16,22.65,34.65
2009,9,17,22.65,34.45
2009,9,18,21.55,32.65
2009,9,19,25.65,32.45
2009,9,20,25.65,32.55
2009,9,21,23.65,32.25
2009,9,22,24.75,30.85
2009,9,23,22.25,27.05
2009,9,24,22.25,24.55
2009,9,25,21.45,27.45
2009,9,26,21.95,30.85
2009,9,27,22.35,33.05
2009,9,28,24.15,32.45
2009,9,29,23.15,31.05
2009,9,30,22.05,29.75
2009,10,1,24.65,31.95
2009,10,2,24.05,30.75
2009,10,3,22.35,31.65
2009,10,4,24.45,32.55
2009,10,5,24.95,33.35
2009,10,6,24.65,33.55
2009,10,7,24.65,32.05
2009,10,8,25.85,32.85
2009,10,9,18.85,30.65
2009,10,10,14.25,24.75
2009,10,11,18.85,22.45
2009,10,12,19.75,27.55
2009,10,13,23.85,28.25
2009,10,14,23.75,32.05
2009,10,15,23.45,33.85
2009,10,16,20.25,27.25
2009,10,17,16.25,24.05
2009,10,18,14.35,24.35
2009,10,19,17.35,25.15
2009,10,20,18.65,26.05
2009,10,21,22.35,27.35
2009,10,22,19.55,27.85
2009,10,23,13.65,23.55
2009,10,24,14.55,24.45
2009,10,25,20.65,26.85
2009,10,26,16.85,24.85
2009,10,27,12.95,20.35
2009,10,28,15.55,27.55
2009,10,29,23.05,29.85
2009,10,30,13.25,23.85
2009,10,31,9.25,23.95
2009,11,1,11.25,23.25
2009,11,2,14.85,23.35
2009,11,3,13.55,24.65
2009,11,4,13.55,24.85
2009,11,5,14.85,25.25
2009,11,6,14.95,24.45
2009,11,7,15.65,24.85
2009,11,8,17.95,23.95
2009,11,9,19.75,25.45
2009,11,10,18.75,26.25
2009,11,11,15.25,25.65
2009,11,12,14.25,24.75
2009,11,13,15.55,26.35
2009,11,14,17.45,27.45
2009,11,15,18.85,27.75
2009,11,16,12.75,22.35
2009,11,17,6.95,19.85
2009,11,18,8.85,21.85
2009,11,19,15.25,23.65
2009,11,20,15.25,21.85
2009,11,21,11.95,21.15
2009,11,22,11.25,21.35
2009,11,23,14.25,24.65
2009,11,24,15.95,21.65
2009,11,25,11.25,17.45
2009,11,26,7.45,17.95
2009,11,27,10.15,17.65
2009,11,28,13.95,23.75
2009,11,29,17.75,24.85
2009,11,30,12.35,18.35
2009,12,1,7.95,15.25
2009,12,2,6.85,13.85
2009,12,3,5.05,11.35
2009,12,4,1.25,8.05
2009,12,5,-1.55,9.15
2009,12,6,7.65,19.55
2009,12,7,12.15,19.15
2009,12,8,14.25,25.15
2009,12,9,8.05,17.45
2009,12,10,4.45,10.95
2009,12,11,9.45,12.55
2009,12,12,8.05,17.55
2009,12,13,10.65,19.25
2009,12,14,15.75,24.65
2009,12,15,10.55,18.25
2009,12,16,7.35,9.45
2009,12,17,8.05,10.15
2009,12,18,6.95,16.45
2009,12,19,8.15,16.05
2009,12,20,6.25,15.35
2009,12,21,8.05,18.25
2009,12,22,14.95,21.85
2009,12,23,16.35,23.75
2009,12,24,6.45,16.55
2009,12,25,1.85,9.95
2009,12,26,6.35,13.95
2009,12,27,8.95,14.05
2009,12,28,5.55,10.15
2009,12,29,8.25,10.45
2009,12,30,4.05,13.45
2009,12,31,9.65,17.55
2010,1,1,5.45,14.15
2010,1,2,6.15,15.55
2010,1,3,8.85,15.25
2010,1,4,4.35,11.95
2010,1,5,5.75,13.35
2010,1,6,11.65,18.15
2010,1,7,0.15,15.45
2010,1,8,-1.55,3.95
2010,1,9,-1.15,6.95
2010,1,10,0.35,10.45
2010,1,11,5.25,17.85
2010,1,12,9.95,16.05
2010,1,13,11.25,15.05
2010,1,14,14.65,20.05
2010,1,15,10.25,16.35
2010,1,16,8.55,17.55
2010,1,17,8.05,20.15
2010,1,18,15.35,21.75
2010,1,19,15.75,22.05
2010,1,20,14.75,22.65
2010,1,21,13.55,24.95
2010,1,22,15.05,22.25
2010,1,23,10.65,22.55
2010,1,24,6.65,21.15
2010,1,25,6.75,21.75
2010,1,26,12.65,20.45
2010,1,27,16.75,20.95
2010,1,28,18.15,21.65
2010,1,29,3.35,17.15
2010,1,30,3.05,10.95
2010,1,31,5.45,9.15
2010,2,1,9.05,13.15
2010,2,2,13.15,15.75
2010,2,3,14.55,17.65
2010,2,4,11.05,17.45
2010,2,5,10.05,18.45
2010,2,6,11.75,18.55
2010,2,7,15.55,20.05
2010,2,8,8.75,22.75
2010,2,9,6.25,11.95
2010,2,10,7.05,11.05
2010,2,11,6.05,13.65
2010,2,12,2.75,10.75
2010,2,13,5.05,14.95
2010,2,14,5.35,22.25
2010,2,15,3.25,13.65
2010,2,16,4.15,16.05
2010,2,17,5.85,17.25
2010,2,18,9.65,15.95
2010,2,19,13.45,18.25
2010,2,20,14.05,20.35
2010,2,21,12.95,23.75
2010,2,22,8.15,17.65
2010,2,23,2.95,8.75
2010,2,24,3.35,14.95
2010,2,25,7.05,17.75
2010,2,26,7.65,21.65
2010,2,27,7.65,18.65
2010,2,28,9.95,18.95
2010,3,1,7.85,22.85
2010,3,2,6.45,17.55
2010,3,3,7.45,20.05
2010,3,4,11.45,20.45
2010,3,5,15.95,18.65
2010,3,6,16.35,21.75
2010,3,7,17.45,21.05
2010,3,8,18.65,20.75
2010,3,9,17.55,25.85
2010,3,10,16.55,26.75
2010,3,11,12.55,26.15
2010,3,12,10.55,24.15
2010,3,13,12.75,26.65
2010,3,14,15.95,24.15
2010,3,15,14.85,23.65
2010,3,16,10.15,17.25
2010,3,17,10.05,23.35
2010,3,18,12.75,21.85
2010,3,19,17.25,23.15
2010,3,20,3.85,19.45
2010,3,21,4.35,20.15
2010,3,22,8.25,22.65
2010,3,23,14.85,23.35
2010,3,24,16.25,23.05
2010,3,25,11.25,23.25
2010,3,26,13.45,21.85
2010,3,27,13.55,25.05
2010,3,28,9.85,24.45
2010,3,29,11.95,24.15
2010,3,30,14.45,24.85
2010,3,31,18.45,24.75
2010,4,1,19.65,25.15
2010,4,2,20.45,26.05
2010,4,3,21.25,26.85
2010,4,4,22.25,27.05
2010,4,5,21.95,26.65
2010,4,6,22.05,25.85
2010,4,7,13.15,24.75
2010,4,8,12.75,23.05
2010,4,9,16.05,22.85
2010,4,10,18.75,25.15
2010,4,11,20.25,23.05
2010,4,12,19.95,21.65
2010,4,13,21.15,24.35
2010,4,14,21.45,24.55
2010,4,15,21.25,25.25
2010,4,16,21.15,24.75
2010,4,17,19.95,25.75
2010,4,18,16.65,25.75
2010,4,19,16.55,24.15
2010,4,20,16.25,25.85
2010,4,21,18.85,26.25
2010,4,22,22.25,24.85
2010,4,23,18.75,30.35
2010,4,24,16.95,30.55
2010,4,25,16.75,31.15
2010,4,26,17.35,29.85
2010,4,27,16.15,25.15
2010,4,28,19.05,27.05
2010,4,29,22.65,28.55
2010,4,30,23.35,31.35
2010,5,1,20.05,31.05
2010,5,2,16.95,31.65
2010,5,3,16.95,32.25
2010,5,4,16.85,30.95
2010,5,5,20.55,29.95
2010,5,6,23.35,29.45
2010,5,7,25.15,30.65
2010,5,8,24.85,29.85
2010,5,9,25.05,29.95
2010,5,10,25.15,29.45
2010,5,11,24.75,29.85
2010,5,12,25.15,29.45
2010,5,13,24.55,30.05
2010,5,14,23.45,29.15
2010,5,15,20.55,28.75
2010,5,16,21.85,30.35
2010,5,17,22.85,30.75
