"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 02/26/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 27.8167 North,-97.3917 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC)
1996,7,7,25.55,33.75
1996,7,8,26.05,32.85
1996,7,9,26.95,34.25
1996,7,10,27.05,34.75
1996,7,11,26.15,34.05
1996,7,12,26.05,34.35
1996,7,13,25.95,34.35
1996,7,14,26.25,33.65
1996,7,15,26.45,33.15
1996,7,16,26.35,32.25
1996,7,17,25.65,32.55
1996,7,18,26.05,33.45
1996,7,19,26.45,33.85
1996,7,20,26.15,33.45
1996,7,21,25.85,33.75
1996,7,22,26.25,33.45
1996,7,23,26.35,35.05
1996,7,24,26.95,34.15
1996,7,25,26.55,33.55
1996,7,26,26.15,32.85
1996,7,27,25.45,33.35
1996,7,28,26.45,34.05
1996,7,29,25.65,33.55
1996,7,30,25.75,33.05
1996,7,31,24.95,34.05
1996,8,1,25.25,34.25
1996,8,2,25.65,35.05
1996,8,3,25.95,35.25
1996,8,4,25.65,34.95
1996,8,5,26.45,34.25
1996,8,6,25.45,33.45
1996,8,7,25.35,32.15
1996,8,8,26.75,31.35
1996,8,9,25.75,32.65
1996,8,10,25.15,34.15
1996,8,11,25.15,34.35
1996,8,12,25.75,33.45
1996,8,13,25.75,35.15
1996,8,14,26.45,33.35
1996,8,15,25.35,32.65
1996,8,16,24.55,32.85
1996,8,17,25.15,32.15
1996,8,18,25.05,32.25
1996,8,19,25.05,32.15
1996,8,20,25.25,32.75
1996,8,21,24.65,31.15
1996,8,22,25.85,28.95
1996,8,23,25.25,30.55
1996,8,24,25.95,30.55
1996,8,25,26.05,30.55
1996,8,26,25.15,29.55
1996,8,27,24.45,29.85
1996,8,28,24.35,30.65
1996,8,29,25.25,30.15
1996,8,30,25.95,31.65
1996,8,31,24.95,30.05
1996,9,1,24.95,31.05
1996,9,2,23.75,31.75
1996,9,3,23.55,31.55
1996,9,4,24.85,30.05
1996,9,5,23.15,29.95
1996,9,6,23.25,30.15
1996,9,7,23.45,29.75
1996,9,8,24.75,29.95
1996,9,9,24.35,30.95
1996,9,10,25.75,30.35
1996,9,11,23.45,32.45
1996,9,12,23.05,31.85
1996,9,13,23.45,30.45
1996,9,14,24.75,29.45
1996,9,15,24.95,34.35
1996,9,16,25.75,35.75
1996,9,17,25.65,33.25
1996,9,18,25.15,31.85
1996,9,19,25.05,32.15
1996,9,20,25.75,31.25
1996,9,21,24.35,33.95
1996,9,22,24.35,31.45
1996,9,23,24.95,31.75
1996,9,24,24.35,31.05
1996,9,25,24.55,29.65
1996,9,26,24.55,30.65
1996,9,27,25.15,32.65
1996,9,28,16.25,22.85
1996,9,29,13.55,25.35
1996,9,30,16.95,26.75
1996,10,1,18.45,28.35
1996,10,2,22.65,29.95
1996,10,3,23.45,27.55
1996,10,4,22.45,24.35
1996,10,5,22.05,23.95
1996,10,6,20.55,28.05
1996,10,7,21.35,28.55
1996,10,8,19.65,29.65
1996,10,9,20.15,28.75
1996,10,10,18.85,29.55
1996,10,11,19.05,27.25
1996,10,12,18.55,26.75
1996,10,13,19.75,27.75
1996,10,14,20.45,27.55
1996,10,15,21.05,28.55
1996,10,16,21.05,30.15
1996,10,17,21.85,32.15
1996,10,18,17.35,23.65
1996,10,19,16.15,26.05
1996,10,20,21.25,30.55
1996,10,21,23.25,30.75
1996,10,22,13.35,23.45
1996,10,23,11.15,22.25
1996,10,24,19.55,26.25
1996,10,25,21.65,29.05
1996,10,26,22.55,31.05
1996,10,27,23.65,29.65
1996,10,28,22.25,28.85
1996,10,29,21.65,30.55
1996,10,30,22.35,29.95
1996,10,31,20.85,28.25
1996,11,1,21.05,29.55
1996,11,2,12.75,19.55
1996,11,3,11.15,21.55
1996,11,4,16.95,25.35
1996,11,5,19.45,27.45
1996,11,6,19.95,28.65
1996,11,7,17.45,27.95
1996,11,8,11.05,22.75
1996,11,9,8.65,20.85
1996,11,10,12.25,23.75
1996,11,11,15.55,23.95
1996,11,12,17.45,24.05
1996,11,13,17.45,23.05
1996,11,14,16.85,23.85
1996,11,15,18.85,23.75
1996,11,16,19.85,24.75
1996,11,17,19.45,26.65
1996,11,18,17.65,26.85
1996,11,19,17.55,28.15
1996,11,20,18.65,29.65
1996,11,21,19.05,31.05
1996,11,22,17.45,24.45
1996,11,23,17.65,26.35
1996,11,24,7.15,23.95
1996,11,25,4.75,14.75
1996,11,26,4.85,14.25
1996,11,27,11.25,17.65
1996,11,28,14.05,16.95
1996,11,29,16.75,23.85
1996,11,30,14.05,26.35
1996,12,1,8.45,16.05
1996,12,2,7.45,20.05
1996,12,3,16.15,20.75
1996,12,4,15.95,18.95
1996,12,5,14.65,25.15
1996,12,6,14.85,28.05
1996,12,7,13.75,26.15
1996,12,8,8.55,19.55
1996,12,9,10.25,21.85
1996,12,10,16.05,26.05
1996,12,11,17.05,26.95
1996,12,12,16.95,28.35
1996,12,13,15.45,24.85
1996,12,14,16.05,23.85
1996,12,15,5.85,20.95
1996,12,16,4.05,10.65
1996,12,17,4.95,16.05
1996,12,18,-0.85,4.75
1996,12,19,-3.85,6.95
1996,12,20,2.05,11.95
1996,12,21,11.05,19.35
1996,12,22,13.65,23.85
1996,12,23,16.25,24.25
1996,12,24,8.35,17.65
1996,12,25,7.15,15.35
1996,12,26,15.45,22.15
1996,12,27,15.05,23.95
1996,12,28,15.55,24.85
1996,12,29,16.65,26.25
1996,12,30,13.25,22.85
1996,12,31,16.55,18.55
1997,1,1,16.15,21.65
1997,1,2,16.65,24.85
1997,1,3,16.15,24.95
1997,1,4,16.15,28.25
1997,1,5,14.75,22.05
1997,1,6,6.45,14.75
1997,1,7,2.95,5.95
1997,1,8,2.25,3.35
1997,1,9,-0.25,13.25
1997,1,10,3.25,18.45
1997,1,11,1.85,7.25
1997,1,12,-0.95,4.35
1997,1,13,-1.75,0.15
1997,1,14,-0.75,4.15
1997,1,15,4.25,16.25
1997,1,16,4.15,11.45
1997,1,17,3.55,10.65
1997,1,18,7.15,10.35
1997,1,19,9.65,14.15
1997,1,20,11.05,16.45
1997,1,21,14.55,22.45
1997,1,22,15.25,25.15
1997,1,23,15.65,23.85
1997,1,24,16.15,26.45
1997,1,25,11.65,19.05
1997,1,26,11.85,22.25
1997,1,27,15.35,24.55
1997,1,28,1.15,18.15
1997,1,29,3.85,11.25
1997,1,30,3.75,15.15
1997,1,31,8.15,22.15
1997,2,1,12.95,25.95
1997,2,2,17.55,25.25
1997,2,3,16.35,24.85
1997,2,4,15.25,25.35
1997,2,5,13.05,16.85
1997,2,6,12.05,19.65
1997,2,7,11.45,21.25
1997,2,8,6.25,10.45
1997,2,9,8.15,11.55
1997,2,10,9.75,13.15
1997,2,11,11.85,15.15
1997,2,12,12.35,21.65
1997,2,13,6.75,16.15
1997,2,14,8.85,14.15
1997,2,15,9.05,14.45
1997,2,16,8.55,18.55
1997,2,17,9.35,19.45
1997,2,18,12.25,21.75
1997,2,19,15.15,23.05
1997,2,20,16.35,23.45
1997,2,21,11.65,27.45
1997,2,22,8.35,14.45
1997,2,23,12.05,15.55
1997,2,24,13.45,18.25
1997,2,25,8.65,14.85
1997,2,26,13.25,22.75
1997,2,27,14.75,18.35
1997,2,28,14.95,26.55
1997,3,1,18.25,29.55
1997,3,2,15.35,21.35
1997,3,3,11.75,22.35
1997,3,4,14.15,24.05
1997,3,5,18.45,27.35
1997,3,6,11.25,15.25
1997,3,7,15.65,21.45
1997,3,8,16.65,23.35
1997,3,9,18.35,24.65
1997,3,10,18.55,23.35
1997,3,11,17.75,18.65
1997,3,12,17.35,20.75
1997,3,13,17.75,26.45
1997,3,14,14.25,26.55
1997,3,15,11.75,17.35
1997,3,16,13.85,17.55
1997,3,17,15.05,20.35
1997,3,18,19.45,24.05
1997,3,19,15.25,19.35
1997,3,20,10.75,21.95
1997,3,21,13.65,27.15
1997,3,22,15.55,26.65
1997,3,23,18.95,26.65
1997,3,24,17.35,23.75
1997,3,25,19.25,24.65
1997,3,26,16.55,19.15
1997,3,27,18.15,24.85
1997,3,28,19.15,30.15
1997,3,29,19.65,29.05
1997,3,30,20.65,26.35
1997,3,31,17.75,18.75
1997,4,1,18.15,22.25
1997,4,2,18.15,24.15
1997,4,3,18.05,19.25
1997,4,4,18.75,29.35
1997,4,5,17.65,25.45
1997,4,6,15.65,28.45
1997,4,7,16.35,22.95
1997,4,8,19.55,23.45
1997,4,9,18.25,22.65
1997,4,10,18.75,22.95
1997,4,11,19.15,29.95
1997,4,12,11.15,22.45
1997,4,13,9.35,12.65
1997,4,14,11.35,16.55
1997,4,15,13.95,19.95
1997,4,16,16.45,24.05
1997,4,17,15.85,24.55
1997,4,18,18.45,22.05
1997,4,19,17.85,26.85
1997,4,20,19.15,30.15
1997,4,21,19.55,34.65
1997,4,22,20.15,34.75
1997,4,23,14.75,26.35
1997,4,24,16.75,25.15
1997,4,25,19.85,26.15
1997,4,26,16.45,23.25
1997,4,27,14.65,20.75
1997,4,28,13.15,26.65
1997,4,29,16.55,30.85
1997,4,30,19.85,29.85
1997,5,1,21.45,28.75
1997,5,2,21.55,31.75
1997,5,3,19.45,25.55
1997,5,4,16.45,24.75
1997,5,5,17.55,25.55
1997,5,6,20.25,27.65
1997,5,7,20.65,27.05
1997,5,8,20.55,28.25
1997,5,9,20.05,25.25
1997,5,10,17.55,17.85
1997,5,11,19.15,21.65
1997,5,12,20.55,26.35
1997,5,13,19.45,26.95
1997,5,14,21.75,28.75
1997,5,15,22.95,27.25
1997,5,16,22.25,26.35
1997,5,17,22.35,26.55
1997,5,18,21.55,27.55
1997,5,19,22.95,29.65
1997,5,20,24.25,28.25
1997,5,21,22.85,28.15
1997,5,22,23.05,26.55
1997,5,23,23.25,27.25
1997,5,24,22.35,29.05
1997,5,25,23.75,31.95
1997,5,26,24.85,32.15
1997,5,27,24.75,31.85
1997,5,28,24.65,30.85
1997,5,29,23.25,28.35
1997,5,30,23.25,30.05
1997,5,31,23.65,30.75
1997,6,1,22.15,29.45
1997,6,2,19.45,30.25
1997,6,3,21.95,30.45
1997,6,4,21.45,30.85
1997,6,5,23.15,29.95
1997,6,6,24.05,29.55
1997,6,7,23.35,28.15
1997,6,8,23.45,29.05
1997,6,9,24.45,28.65
1997,6,10,24.15,29.95
1997,6,11,24.75,31.35
1997,6,12,24.35,32.35
1997,6,13,25.15,33.25
1997,6,14,25.45,33.55
1997,6,15,25.65,32.35
1997,6,16,25.35,33.25
1997,6,17,25.95,34.25
1997,6,18,26.45,31.95
1997,6,19,25.45,30.75
1997,6,20,25.45,32.15
1997,6,21,25.75,29.85
1997,6,22,25.65,30.15
1997,6,23,24.75,29.25
1997,6,24,23.85,29.95
1997,6,25,23.95,30.15
1997,6,26,23.95,30.65
1997,6,27,24.25,31.15
1997,6,28,24.65,31.95
1997,6,29,25.25,31.65
1997,6,30,25.65,32.15
1997,7,1,25.55,32.45
1997,7,2,25.75,32.65
1997,7,3,25.45,33.25
1997,7,4,25.65,33.35
1997,7,5,23.25,33.85
1997,7,6,23.35,31.65
1997,7,7,25.35,31.65
1997,7,8,25.75,31.95
1997,7,9,26.45,32.15
1997,7,10,25.95,33.05
1997,7,11,25.45,32.65
1997,7,12,26.25,32.75
1997,7,13,25.55,33.25
1997,7,14,25.45,32.75
1997,7,15,25.05,33.35
1997,7,16,24.45,33.05
1997,7,17,24.45,33.55
1997,7,18,25.35,33.25
1997,7,19,26.05,32.65
1997,7,20,26.55,32.95
1997,7,21,26.55,33.65
1997,7,22,26.75,34.45
1997,7,23,25.95,34.05
1997,7,24,25.25,32.65
1997,7,25,25.55,32.45
1997,7,26,25.35,32.55
1997,7,27,26.05,33.05
1997,7,28,25.95,32.65
1997,7,29,26.15,33.65
1997,7,30,26.05,33.25
1997,7,31,26.85,31.05
1997,8,1,26.45,31.85
1997,8,2,26.95,31.35
1997,8,3,25.55,32.75
1997,8,4,25.55,32.95
1997,8,5,25.75,32.95
1997,8,6,25.15,33.75
1997,8,7,25.95,32.95
1997,8,8,26.65,33.55
1997,8,9,26.35,34.25
1997,8,10,26.75,34.65
1997,8,11,26.45,33.25
1997,8,12,25.75,32.95
1997,8,13,25.25,33.25
1997,8,14,25.35,33.65
1997,8,15,26.05,33.15
1997,8,16,26.45,34.75
1997,8,17,26.35,34.25
1997,8,18,26.25,33.75
1997,8,19,25.65,34.15
1997,8,20,25.75,35.85
1997,8,21,25.55,36.45
1997,8,22,25.35,35.85
1997,8,23,26.35,32.95
1997,8,24,26.25,31.65
1997,8,25,24.25,31.35
1997,8,26,24.45,31.75
1997,8,27,24.65,32.45
1997,8,28,25.75,32.65
1997,8,29,25.05,32.55
1997,8,30,24.35,32.75
1997,8,31,23.75,32.45
1997,9,1,23.75,32.05
1997,9,2,24.25,33.15
1997,9,3,25.05,32.85
1997,9,4,26.25,31.55
1997,9,5,25.45,30.25
1997,9,6,25.05,31.65
1997,9,7,24.25,31.55
1997,9,8,24.15,33.95
1997,9,9,24.65,35.25
1997,9,10,25.55,33.55
1997,9,11,24.45,33.85
1997,9,12,24.65,31.95
1997,9,13,24.05,31.65
1997,9,14,25.75,30.95
1997,9,15,24.15,32.95
1997,9,16,24.55,32.55
1997,9,17,24.25,33.15
1997,9,18,24.45,32.65
1997,9,19,24.35,32.45
1997,9,20,25.05,31.05
1997,9,21,25.65,29.55
1997,9,22,24.35,27.95
1997,9,23,25.35,31.65
1997,9,24,23.95,29.95
1997,9,25,21.75,26.95
1997,9,26,18.75,29.35
1997,9,27,20.55,30.75
1997,9,28,20.95,31.25
1997,9,29,20.85,31.35
1997,9,30,23.55,31.55
1997,10,1,22.75,31.95
1997,10,2,23.35,30.65
1997,10,3,23.05,29.75
1997,10,4,24.85,29.75
1997,10,5,24.05,28.85
1997,10,6,24.55,28.25
1997,10,7,23.05,29.45
1997,10,8,18.15,25.85
1997,10,9,19.35,21.95
1997,10,10,16.05,23.65
1997,10,11,21.55,24.45
1997,10,12,23.65,26.85
1997,10,13,16.75,22.75
1997,10,14,14.25,21.35
1997,10,15,12.65,22.75
1997,10,16,13.05,23.55
1997,10,17,13.75,24.35
1997,10,18,15.65,26.15
1997,10,19,17.35,26.95
1997,10,20,19.45,26.75
1997,10,21,19.55,26.75
1997,10,22,20.15,25.75
1997,10,23,21.25,26.85
1997,10,24,21.85,31.65
1997,10,25,22.75,33.25
1997,10,26,15.15,24.55
1997,10,27,9.75,17.95
1997,10,28,13.75,19.55
1997,10,29,19.75,25.05
1997,10,30,20.55,27.15
1997,10,31,18.65,30.15
1997,11,1,16.55,28.55
1997,11,2,11.85,22.15
1997,11,3,12.35,22.25
1997,11,4,14.85,23.65
1997,11,5,18.45,25.95
1997,11,6,12.35,20.25
1997,11,7,10.65,15.75
1997,11,8,13.95,17.05
1997,11,9,16.75,21.05
1997,11,10,11.15,17.65
1997,11,11,9.25,13.75
1997,11,12,11.55,15.25
1997,11,13,12.35,20.15
1997,11,14,12.25,23.45
1997,11,15,4.05,15.55
1997,11,16,5.35,8.05
1997,11,17,7.15,11.65
1997,11,18,9.35,18.15
1997,11,19,11.05,18.45
1997,11,20,11.15,23.05
1997,11,21,16.55,25.65
1997,11,22,12.25,19.75
1997,11,23,14.05,18.35
1997,11,24,15.35,20.15
1997,11,25,18.35,21.65
1997,11,26,17.55,24.15
1997,11,27,16.55,23.25
1997,11,28,17.65,25.75
1997,11,29,14.25,23.25
1997,11,30,9.45,21.05
1997,12,1,8.75,19.25
1997,12,2,14.45,20.85
1997,12,3,14.25,22.95
1997,12,4,8.85,17.95
1997,12,5,7.65,17.55
1997,12,6,10.95,15.25
1997,12,7,12.55,20.65
1997,12,8,15.15,27.25
1997,12,9,13.15,28.45
1997,12,10,8.95,17.35
1997,12,11,4.55,9.45
1997,12,12,2.85,5.65
1997,12,13,1.15,10.95
1997,12,14,0.05,14.95
1997,12,15,4.95,18.45
1997,12,16,7.45,21.25
1997,12,17,8.75,20.85
1997,12,18,9.55,21.95
1997,12,19,12.65,22.75
1997,12,20,14.65,22.45
1997,12,21,11.85,21.85
1997,12,22,11.15,22.85
1997,12,23,15.75,24.85
1997,12,24,9.05,21.35
1997,12,25,10.05,19.85
1997,12,26,6.15,16.05
1997,12,27,4.05,11.75
1997,12,28,1.95,14.35
1997,12,29,0.65,15.85
1997,12,30,2.95,20.55
1997,12,31,12.45,15.55
1998,1,1,12.55,20.55
1998,1,2,16.05,22.15
1998,1,3,17.55,22.45
1998,1,4,17.45,22.35
1998,1,5,17.85,24.45
1998,1,6,17.65,22.85
1998,1,7,9.35,17.75
1998,1,8,5.85,18.55
1998,1,9,8.15,21.75
1998,1,10,14.65,23.65
1998,1,11,16.25,23.65
1998,1,12,17.15,25.05
1998,1,13,16.95,23.85
1998,1,14,14.25,22.55
1998,1,15,10.15,18.05
1998,1,16,7.55,21.95
1998,1,17,11.65,22.25
1998,1,18,14.35,27.45
1998,1,19,9.45,17.15
1998,1,20,10.55,24.55
1998,1,21,16.75,25.55
1998,1,22,10.95,19.05
1998,1,23,6.05,16.25
1998,1,24,7.75,16.75
1998,1,25,10.15,19.65
1998,1,26,12.35,21.85
1998,1,27,6.95,18.65
1998,1,28,9.15,20.85
1998,1,29,12.95,24.85
1998,1,30,15.55,22.75
1998,1,31,15.45,18.45
1998,2,1,14.15,21.95
1998,2,2,14.15,18.95
1998,2,3,9.75,18.55
1998,2,4,8.95,16.45
1998,2,5,11.95,19.05
1998,2,6,10.35,15.15
1998,2,7,6.35,16.65
1998,2,8,12.65,24.85
1998,2,9,13.45,26.25
1998,2,10,15.15,25.35
1998,2,11,9.05,20.05
1998,2,12,11.05,20.35
1998,2,13,13.75,16.75
1998,2,14,14.45,19.85
1998,2,15,12.45,18.45
1998,2,16,12.05,20.55
1998,2,17,7.95,20.85
1998,2,18,10.05,21.95
1998,2,19,13.55,21.75
1998,2,20,9.25,19.75
1998,2,21,13.85,21.65
1998,2,22,12.65,23.35
1998,2,23,12.35,26.65
1998,2,24,13.05,22.65
1998,2,25,16.35,24.75
1998,2,26,13.95,23.55
1998,2,27,11.25,20.55
1998,2,28,13.15,20.65
1998,3,1,9.85,17.45
1998,3,2,9.45,19.45
1998,3,3,16.05,17.05
1998,3,4,17.15,25.35
1998,3,5,18.45,27.55
1998,3,6,19.25,23.15
1998,3,7,18.25,28.35
1998,3,8,9.95,17.85
1998,3,9,5.05,13.95
1998,3,10,5.55,12.55
1998,3,11,7.05,13.35
1998,3,12,13.55,14.65
1998,3,13,14.35,18.85
1998,3,14,16.95,20.65
1998,3,15,18.45,22.35
1998,3,16,18.75,24.25
1998,3,17,15.15,25.95
1998,3,18,15.05,26.55
1998,3,19,15.65,27.25
1998,3,20,8.15,17.05
1998,3,21,9.35,15.55
1998,3,22,11.25,21.05
1998,3,23,12.15,23.75
1998,3,24,16.75,24.35
1998,3,25,17.65,24.65
1998,3,26,18.05,25.75
1998,3,27,18.65,28.95
1998,3,28,19.05,27.35
1998,3,29,19.55,26.15
1998,3,30,19.95,28.65
1998,3,31,17.25,22.75
1998,4,1,12.95,23.45
1998,4,2,14.85,26.95
1998,4,3,18.75,28.55
1998,4,4,13.85,22.25
1998,4,5,14.15,21.95
1998,4,6,16.85,24.05
1998,4,7,19.55,29.85
1998,4,8,20.45,32.15
1998,4,9,12.95,24.15
1998,4,10,15.05,24.55
1998,4,11,15.15,24.15
1998,4,12,18.55,25.15
1998,4,13,19.85,29.95
1998,4,14,20.85,29.55
1998,4,15,20.65,30.95
1998,4,16,21.05,31.95
1998,4,17,18.65,21.95
1998,4,18,15.55,16.95
1998,4,19,13.95,24.65
1998,4,20,15.55,24.35
1998,4,21,15.65,25.15
1998,4,22,13.95,24.25
1998,4,23,14.45,27.45
1998,4,24,17.15,26.65
1998,4,25,18.65,25.75
1998,4,26,20.25,28.35
1998,4,27,20.75,29.65
1998,4,28,18.55,23.85
1998,4,29,18.95,24.55
1998,4,30,16.95,24.75
1998,5,1,18.75,28.65
1998,5,2,20.95,29.15
1998,5,3,22.75,29.65
1998,5,4,22.85,26.95
1998,5,5,22.95,27.95
1998,5,6,22.95,31.35
1998,5,7,22.45,32.55
1998,5,8,24.25,28.65
1998,5,9,23.75,33.45
1998,5,10,19.75,28.25
1998,5,11,20.55,27.65
1998,5,12,22.35,28.45
1998,5,13,23.95,29.45
1998,5,14,25.35,28.95
1998,5,15,25.05,30.55
1998,5,16,24.85,29.25
1998,5,17,23.45,29.15
1998,5,18,22.55,28.75
1998,5,19,22.15,29.15
1998,5,20,22.65,30.35
1998,5,21,23.75,30.25
1998,5,22,24.25,30.35
1998,5,23,24.85,30.35
1998,5,24,25.55,29.75
1998,5,25,25.35,29.45
1998,5,26,25.55,28.55
1998,5,27,26.15,28.25
1998,5,28,24.75,30.45
1998,5,29,24.55,30.95
1998,5,30,25.05,31.25
1998,5,31,24.45,32.35
1998,6,1,24.65,31.85
1998,6,2,24.65,31.95
1998,6,3,26.25,32.35
1998,6,4,26.85,33.75
1998,6,5,26.95,34.65
1998,6,6,27.55,30.95
1998,6,7,25.55,29.45
1998,6,8,26.75,31.05
1998,6,9,26.75,31.15
1998,6,10,27.05,30.75
1998,6,11,27.55,31.95
1998,6,12,27.35,32.85
1998,6,13,26.05,32.65
1998,6,14,26.25,37.25
1998,6,15,27.25,38.25
1998,6,16,28.15,33.35
1998,6,17,27.55,33.55
1998,6,18,28.25,33.35
1998,6,19,28.05,32.85
1998,6,20,27.75,32.95
1998,6,21,26.95,31.85
1998,6,22,27.05,31.05
1998,6,23,27.15,31.05
1998,6,24,27.25,30.55
1998,6,25,26.45,30.75
1998,6,26,27.85,29.65
1998,6,27,26.95,30.45
1998,6,28,27.95,30.15
1998,6,29,28.05,30.75
1998,6,30,27.35,33.85
1998,7,1,27.55,32.75
1998,7,2,25.25,32.45
1998,7,3,25.95,28.45
1998,7,4,27.15,32.95
1998,7,5,27.25,33.55
1998,7,6,26.55,34.15
1998,7,7,26.25,34.55
1998,7,8,26.55,33.65
1998,7,9,26.85,33.35
1998,7,10,26.85,33.85
1998,7,11,26.75,33.65
1998,7,12,26.05,35.55
1998,7,13,27.15,36.25
1998,7,14,28.95,34.75
1998,7,15,27.05,34.35
1998,7,16,25.75,34.35
1998,7,17,25.25,35.85
1998,7,18,25.75,34.25
1998,7,19,26.05,33.45
1998,7,20,26.45,33.15
1998,7,21,26.45,33.05
1998,7,22,26.65,32.55
1998,7,23,25.85,33.25
1998,7,24,26.75,33.65
1998,7,25,26.85,33.85
1998,7,26,27.15,33.15
1998,7,27,27.15,33.45
1998,7,28,26.75,32.45
1998,7,29,26.35,32.85
1998,7,30,26.55,33.35
1998,7,31,25.15,34.95
1998,8,1,25.65,35.15
1998,8,2,25.75,36.05
1998,8,3,25.65,36.65
1998,8,4,26.15,34.35
1998,8,5,25.95,33.15
1998,8,6,26.55,32.95
1998,8,7,27.25,33.85
1998,8,8,26.05,34.05
1998,8,9,26.55,33.85
1998,8,10,25.65,34.85
1998,8,11,25.65,35.25
1998,8,12,26.55,34.45
1998,8,13,26.35,34.55
1998,8,14,26.65,33.15
1998,8,15,27.05,32.65
1998,8,16,26.65,33.15
1998,8,17,26.15,32.75
1998,8,18,26.35,32.65
1998,8,19,26.15,32.85
1998,8,20,25.75,31.95
1998,8,21,26.05,30.95
1998,8,22,21.25,26.25
1998,8,23,23.95,30.95
1998,8,24,26.65,32.05
1998,8,25,26.25,32.65
1998,8,26,26.05,32.75
1998,8,27,26.35,32.75
1998,8,28,24.85,33.45
1998,8,29,25.05,34.45
1998,8,30,26.05,33.45
1998,8,31,26.65,33.85
1998,9,1,27.05,33.85
1998,9,2,28.35,36.05
1998,9,3,25.35,35.35
1998,9,4,25.65,34.85
1998,9,5,25.25,32.45
1998,9,6,27.25,32.55
1998,9,7,26.15,32.35
1998,9,8,22.45,30.25
1998,9,9,25.95,30.75
1998,9,10,21.45,26.15
1998,9,11,17.15,23.75
1998,9,12,20.85,27.15
1998,9,13,25.65,30.45
1998,9,14,24.25,25.75
1998,9,15,20.35,24.15
1998,9,16,21.25,26.55
1998,9,17,24.65,30.15
1998,9,18,26.05,30.35
1998,9,19,27.25,31.25
1998,9,20,25.65,33.35
1998,9,21,26.25,33.15
1998,9,22,25.85,31.45
1998,9,23,26.55,31.75
1998,9,24,26.25,32.55
1998,9,25,25.85,31.65
1998,9,26,27.15,32.65
1998,9,27,26.05,33.65
1998,9,28,26.15,34.85
1998,9,29,26.55,35.55
1998,9,30,24.95,34.25
1998,10,1,25.45,32.55
1998,10,2,25.95,31.95
1998,10,3,26.25,32.15
1998,10,4,26.25,31.05
1998,10,5,26.35,32.65
1998,10,6,21.45,28.75
1998,10,7,18.15,26.05
1998,10,8,16.15,26.75
1998,10,9,17.15,27.45
1998,10,10,19.65,28.15
1998,10,11,21.35,30.85
1998,10,12,23.25,31.15
1998,10,13,22.55,30.35
1998,10,14,21.65,29.75
1998,10,15,21.25,28.85
1998,10,16,23.25,26.65
1998,10,17,21.05,23.85
1998,10,18,17.15,24.15
1998,10,19,15.15,20.85
1998,10,20,19.35,24.05
1998,10,21,18.35,21.25
1998,10,22,17.95,22.25
1998,10,23,16.15,23.15
1998,10,24,17.45,24.85
1998,10,25,21.65,26.05
1998,10,26,20.65,27.55
1998,10,27,22.65,26.15
1998,10,28,23.55,28.15
1998,10,29,21.85,29.05
1998,10,30,22.95,29.05
1998,10,31,22.25,28.05
1998,11,1,21.45,28.15
1998,11,2,19.75,24.45
1998,11,3,21.05,24.35
1998,11,4,16.35,21.95
1998,11,5,11.55,15.35
1998,11,6,13.65,17.85
1998,11,7,16.75,21.75
1998,11,8,19.75,26.25
1998,11,9,20.45,26.75
1998,11,10,17.65,28.25
1998,11,11,14.95,21.65
1998,11,12,17.75,23.35
1998,11,13,13.15,18.95
1998,11,14,7.35,16.55
1998,11,15,15.85,22.95
1998,11,16,15.85,24.45
1998,11,17,17.25,26.05
1998,11,18,19.35,25.75
1998,11,19,20.05,26.95
1998,11,20,17.35,25.25
1998,11,21,16.15,19.15
1998,11,22,16.65,21.55
1998,11,23,18.05,25.75
1998,11,24,18.15,25.45
1998,11,25,19.95,25.75
1998,11,26,19.75,26.25
1998,11,27,19.15,25.25
1998,11,28,18.95,25.65
1998,11,29,19.95,26.05
1998,11,30,19.55,26.05
1998,12,1,19.05,24.85
1998,12,2,17.35,24.65
1998,12,3,18.55,24.75
1998,12,4,19.55,25.85
1998,12,5,19.45,25.95
1998,12,6,19.15,27.25
1998,12,7,19.75,26.35
1998,12,8,11.75,20.65
1998,12,9,11.95,16.65
1998,12,10,7.35,16.85
1998,12,11,3.85,7.35
1998,12,12,6.95,13.45
1998,12,13,5.45,17.65
1998,12,14,6.25,17.45
1998,12,15,7.05,16.95
1998,12,16,8.75,18.25
1998,12,17,9.65,17.25
1998,12,18,10.55,21.15
1998,12,19,13.25,24.25
1998,12,20,16.25,23.65
1998,12,21,18.25,25.25
1998,12,22,0.65,18.65
1998,12,23,0.65,5.95
1998,12,24,2.35,3.95
1998,12,25,1.35,5.05
1998,12,26,4.05,13.55
1998,12,27,9.65,22.85
1998,12,28,13.05,20.65
1998,12,29,10.05,21.15
1998,12,30,9.25,18.75
1998,12,31,15.25,19.45
1999,1,1,16.45,23.45
1999,1,2,6.45,19.05
1999,1,3,3.15,8.25
1999,1,4,2.45,6.75
1999,1,5,6.15,15.75
1999,1,6,11.75,21.15
1999,1,7,15.55,23.05
1999,1,8,16.65,25.05
1999,1,9,4.25,17.65
1999,1,10,1.65,14.55
